Recipe_ID,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,cleanedingredients,Ingredient-count,Cuisine,Course,Diet,Instructions,URL,Calories,Total Fat (g),Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrate,Dietary Fiber,Sugars,Protein (g)
202,Sweet & Spicy Vegetable Hong Kong Style Recipe,"1 Carrot (Gajjar) - cut into chunks,1/4 cup Green beans (French Beans) - cut into inch pieces,200 grams Tofu - cut into cubes,1/2 Red Bell pepper (Capsicum) - cut into chunks,1/2 Green Bell Pepper (Capsicum) - cut into chunks,2 inch Ginger - grated,3 cloves Garlic - finely chopped,3 Dry Red Chillies - halved,2 tablespoons Soy sauce,2 teaspoon Chilli vinegar,2 teaspoons Red Chilli sauce,1/2 teaspoon Sugar,1-1/2 cups Vegetable stock,2 tablespoons Corn flour - mixed with 1/4 cup water,2 tablespoon Sunflower Oil,Salt and Pepper - for seasoning",15,15,30,4,"saffron,wheat flour,almonds,ghee,milk,sugar,almond silver",7,Cantonese,Side Dish,Vegetarian,"To begin making the Sweet and Spicy Vegetable Hong Kong Style Recipe heat the oil in a wok on high heat add the garlic, ginger, green bell peppers and the carrots and green beans. Stir fry on high heat for a few minutes until you have tender-crisp vegetables.Once done add the chillies, tofu and stir-fry for 2 more minutes on high heat. After two minutes add the soy sauce, chilli sauce, vinegar, sugar, salt, and pepper and mix well.Add the cornflour paste and the vegetable stock; simmer until the sauce thickens. Turn off heat and serve Sweet and Spicy Vegetable Hong Kong Style hot.Serve the Sweet & Spicy Vegetable Hong Kong Style Recipe along with Sichuan fried Rice for a delicious asian dinner.",https://www.archanaskitchen.com/vegetable-hong-kong-style-recipe,711,13,2,4,6,0,618,1555,89,20,11,41
203,Badam Halwa Recipe,"1 cup Badam (Almond),1/2 cup Ghee,3/4 cup Milk,1 tablespoon Whole Wheat Flour,3/4 cup Sugar,3 Saffron strands,1 tablespoons Slivered Almonds (Badam)",5,30,35,4,"salt,green beans (french beans),red bell pepper (capsicum),ginger,vegetable stock,pepper,cloves garlic,carrot,soy sauce,chilli vinegar,sugar,dry red chillies,green bell pepper (capsicum),tofu,red chilli sauce,corn flour mixed water,sunflower oil",17,Awadhi,Dessert,Vegetarian,"To begin making the Badam Halwa Recipe, combine the almonds and enough water in a deep bowl and soak for 8 hours. Drain and de-skin the almonds.Blend the almonds in a mixer to get a coarse mixture without using any water or milk. Keep this badam mixture aside.The next step is to make the badam halwa. In a saucepan, add the milk, 1/2 cup water, sugar and saffron. Dissolve the sugar in the milk mixture and keep the heat on low so the milk mixture stays warm.Heat ghee in a Heavy Bottomed Pan, add the ground badam mixture and roast in the ghee over medium heat for about 7 to 8 minutes, stirring continuously. The badam mixture will change in color slightly and get a roasted aroma.Once the badam is well roasted and has a good aroma, slowly stir in the warm milk mixture into the halwa. At this stage the halwa will begin to sizzle and liquid will start spluttering everywhere.Keep stirring the badam halwa until all the milk is evaporated and the badam halwa comes away from the sides of the pan. Once you notice the badam halwa comes away from the sides of the pan, turn off the heat.Stir in the slivered almonds and serve.Serve the Badam Halwa as a sweet for the festivals like diwali or a special occasion like a wedding in the family.Serve Badam Halwa after a delicious festive meal of Aloo Tamatar Ki Sabzi, Ajwain Puri and Boondi Raita.",http://www.archanaskitchen.com/badam-halwa-recipe,667,50,19,19,5,75,23,418,46,6,41,11
204,Tender Coconut Ice Cream Recipe,"1/2 cup Tender coconut water,1 cup Fresh cream,1/4 cup Sugar - granulated,1 cup Tender coconut meat - + Little extra,1/2 cup Condensed Milk,Honey - for glazing (Optional),Ice cream cone - (Optional)",360,0,360,8,"wheat flour,ghee,milk,saffron strands,sugar,badam (almond),almonds (badam)",7,Indian,Dessert,Vegetarian,"To begin making the Tender Coconut Ice Cream recipe, in a grinder or blender, grind tender coconut meat along with tender coconut water to make a puree. Now add the full fat cream, sugar and the condensed milk into the same jar and beat everything together until well combined. Chop the extra tender coconut into small chunks and ix it into the the tender coconut ice cream.Your ice cream is all ready now. Pour this tender coconut ice cream mixture in a freezer safe bowl with a tight lid and freeze it for minimum 5-6 hours.Once the ice cream is frozen remove the bowl out, scoop the tender coconut ice cream into the serving bowl. Drizzle some honey over it and a few broken ice cream cone pieces and enjoy.Serve Tender Coconut Ice Cream as a dessert after you simple meal of Mixed Vegetable Sambar, South Indian Coconut Chutney and Ghee Masala Dosa.",http://www.archanaskitchen.com/tender-coconut-ice-cream-recipe,346,11,7,2,0,43,115,203,59,1,57,6
205,Milk Powder Chena Burfi Recipe,"1-1/2 liter Milk,2 tablespoons White vinegar - or lime juice,1/2 cup Sugar,1/2 cup Milk Powder,1 cup Condensed Milk,4 Cardamom (Elaichi) Pods/Seeds - crushed,3 tablespoons Ghee,1 tablespoon Pistachios - chopped,1/8 teaspoon Saffron strands - optional,1 or 2 Yellow food colour - optional",15,30,45,8,"tender coconut meat,tender coconut water,glazing (optional),ice,sugar,condensed milk,c (optional)",7,Indian,Dessert,Vegetarian,"To begin making the Milk Powder Chena Burfi recipe, we need to prepare chena first. Boil the milk on high heat in a thick bottomed pan.As soon as milk starts boiling turn the heat medium and then add white vinegar or lime juice in it. Keep on stirring the milk very slowly with a spoon.In about 2-3 minutes complete whey will be separated from chena, pour the curdled milk into pan or bowl lined with a thin cotton napkin.Once you are done adding all the curdle milk then bring together the edges of the cotton napkin and gently squeeze out the remaining whey from it.Rinse the collected bundle of chena in water, by this you will get rid of the after taste and smell of both lime juice or vinegar, keep a weight on the chenna bundle for 6 to 7 minutes.Chena is ready now.Now mash the chena coarsely and add sugar, condensed milk, cardamom powder and ghee. Mix well.Now heat the mixture in a thick bottom pan.When sugar completely dissolve add milk powder and cook on medium heat with constant stirring until the mixture become thick and starts leaving the sides of the pan.Switch off the flame and spread onto a greased plate. And garnish with pistachios and saffron.Cool and cut into squares or your desire shapes. Now your delicious Milk powder chena burfi is ready to serve.Serve Milk Powder Chena Burfi during festivals or you can serve it as a dessert after your meals or during your house parties. You can also serve it as a dessert after your everyday meal of Jodhpuri Aloo, Ajwain Puri and Boondi Raita.",https://www.archanaskitchen.com/milk-powder-chena-burfi-recipe,288,11,6,3,1,35,114,380,40,1,40,8
206,Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,"200 grams Curd (Dahi / Yogurt),1 Carrot (Gajjar) - grated,1 Orange - peeled and sliced,5 Walnuts - chopped,5 to 6 Cashew nuts - chopped,Salt - or sugar as per preference,1/4 Cumin powder (Jeera) - (optional),1 pinch Raita masala - (optional)",15,10,25,3,"cardamom (elaichi) podsseeds,ghee,pistachios,milk,saffron strands,white vinegar lime juice,sugar,yellow food colour,condensed milk,milk powder",10,Indian,Side Dish,Vegetarian,"To begin making the Carrot Orange Walnut Raita, wisk the curd to a smooth texture in a mixing bowl.To this add the peeled and grated carrot. Once it is done, add the oranges segments and chopped walnuts and cashew nuts.Mix well and add the seasonings. If you prefer salted add 1/4 teaspoon salt, 1/4 teaspoon cumin powder, pinch of raita masala.If you prefer sweet, then add 1 teaspoon sugar and mix well. It is ready to be served.Carrot Orange Walnut Raita can be served with lunch or dinner. It also makes a great party food, if served along with your delicious meal.",https://www.archanaskitchen.com/carrot-orange-walnut-raita-fruity-nutty-yogurt-recipe,845,58,9,19,29,10,263,1537,39,11,14,26
207,Coffee Chocolate Truffles Recipe,"150 grams Heavy whipping cream,1 tablespoon Instant Coffee Powder,200 grams Dark chocolate,50 grams Butter (unsalted) - at room temperature,7-8 tablespoons Cocoa Powder",15,75,90,3,"cashew nuts,orange,cumin powder (jeera),carrot,curd,salt sugar per preference,raita masala,walnuts",8,Continental,Dessert,Vegetarian,"To begin making Coffee Chocolate Truffles Recipe, take a saucepan and add the heavy cream and bring it to a boil on low heat. Once the heavy cream has come to a boil, add the Instant Coffee Powder and mix it well. Once coffee powder and heavy cream have combined well, turn off the flame. Break dark chocolate in small pieces in a heatproof bowl. Add the softened butter to this bowl.Pour the hot cream and coffee mixture to the chocolate and butter. Let it rest for one or two minutes. We will see that chocolate has started melting. Stir the mixture until it forms a smooth consistency Pour the mixture in a shallow dish,cover it with a cling wrap and keep it in fridge for an hour. After an hour take truffle mixture out of the fridge. Scoop out some mixture using a spoon and roll them with your palm, do it quickly as if you keep rolling them, they might start melting.Toss the truffle in cocoa powder and keep aside. Repeat the same process for the rest of the mixture. Once done keep the Truffle in the fridge until they feel firm.Serve these Coffee Chocolate Truffles as a dessert with your continental meal of Spinach Corn Pasta In Whole Wheat White Sauce, Garlic Bread With Herb Butter and Roasted Garlic Potato Soup",https://www.archanaskitchen.com/coffee-chocolate-truffles-recipe,293,26,16,7,1,42,55,279,11,4,11,3
208,Karnataka Style Ragi Ujju Rotti Recipe,"1 cup Ragi Flour (Finger Millet/ Nagli),1 cup Water,Salt - to taste,1 teaspoon Sunflower Oil,Ghee - roasting,Rice flour - for dusting",10,30,40,4,"heavy whipping cream,instant coffee powder,dark chocolate,cocoa powder,butter",5,Karnataka,South Indian Breakfast, Vegetarian Gluten Free,"To begin making the Ragi Ujju Rotti Recipe, in a medium sized vessel, bring the water to a boil in a pan with salt and oil.Lower the flame and pour ragi flour into the boiling water from a cup, pour it in the center of the boiling water.Let it get cooked on a low to medium flame untouched for 8-10 minutes without lid.Turn off the flame, take a wooden stick or a wooden spatula, run it under a tap to wet it and then mix the flour and water mixture vigorously until combined. This step must be done quickly to avoid lumps. This takes about 2 minutes.Cover for a couple of minutes and let it cool until you can handle the mixture.Drop it on an oiled surface and knead well after wetting the hands with water. Moist and freshly washed hands are required since the dough is sticky.Knead for about 5-7 minutes to get rid of lumps if any and to smoothen the pre-cooked flour.Roll the mixture into a cylinder and divide them equally. This should give you about 4 equal sized balls.Keep them covered at all times. Knead each ball for 15-20 seconds and roll it out just like regular ujju rotis using rice flour to dust. Just make sure you do it slow and steady since the edges might crack.Roll out all the balls and stack the roti one on top of another on a plate first and then start roasting them. Use a little rice flour in-between each, to avoid getting stuck to one another.Heat a Tawa and cook the Ujju Roti just like a chapati by smearing oil /ghee on both sides. Cooking will take 1-1.5 minutes on each side.Serve Karnataka Style Ragi Ujju Roti with Steamed Vegetable in Coconut and Lentil Curry or your favorite chutney like Heerekai Sippe Chutney or Kadale Chutney Recipe.",https://www.archanaskitchen.com/ragi-ujju-rotti-recipe,759,59,31,17,3,0,23,99,52,2,1,6
209,Pui Shaker Chorchori Recipe - Mixed Vegetable Curry With Malabar Spinach,"3-4 cups Malabar Spinach Leaves - as well as stalks chopped into big pieces,1 cup Kaddu (Parangikai/ Pumpkin) - cut into big pieces,1/2 cup Mooli/ Mullangi (Radish) - cut into small pieces,1/2 cup Potato (Aloo) - cut into small pieces,1 cup Brinjal (Baingan / Eggplant) - cut into big pieces,1/2 teaspoon Panch Phoran Masala,2-3 Dry Red Chillies,2 tablespoons Mustard oil - or vegetable oil,1 teaspoon Cumin powder (Jeera),Salt - to taste,1 teaspoon Sugar - optional,1/2 teaspoon Turmeric powder (Haldi)",5,20,25,4,"salt,water,ragi flour (finger millet nagli),ghee roasting,rice flour,sunflower oil",6,North East India Recipes,Side Dish,Vegetarian,"To begin making the Pui Shaager Chorchori Recipe, firstly we will wash the vegetables and the leaves well in water. Keep them aside. Heat mustard oil in a heavy bottomed pan on low heat. Once hot, add 1/2 teaspoon of panch phoran masala, followed by red chillies.After 30 seconds, add the pieces of pumpkin, radish, potato, eggplant and saute them well. Now add the spinach leaves to the vegetables and sprinkle some water for the vegetables to cook.You can also cook the pumpkin and potatoes in pressure cooker first for one whistle.Simultaneously, cook the rest of the vegetables in a kadai with water, add the spinach and cooked pumpkin and potato to this once done. To this add salt, turmeric powder and cumin powder. Cover and cook for 15 to 20 minutes till the vegetables are tender. The vegetables should be well cooked and tender. Stir the vegetables well and add a teaspoon of sugar (optional) and mix well.Break 2-3 whole green chillies and add to the Pui Shaager to spice up the dish a little.If the vegetable feels dry, add some water and cook. Once done, switch off the gas and serve hot.Serve Pui Shaager Chorchori along with Bengali Style Cholar Dal and Steamed Rice for your everyday meals. You can also serve Begun Bhaja along with this meal.",https://www.archanaskitchen.com/pui-shaager-chochhori-malabar-spinach-recipe,622,14,1,6,3,4,371,1185,76,16,7,35
210,Potato Pancakes Recipe,"5-6 Potato (Aloo),Lemon juice - of half a lemon,1 Onion - thinly sliced,2 cloves Garlic - minced,1 Whole Egg - lightly beaten (or 1/4 cup yogurt),1/4 cup All Purpose Flour (Maida),1/2 cup Whole Wheat Bread crumbs,Parsley leaves - half a bunch,3-4 sprig Chives - finely chopped (or any other herb),Salt and Pepper - to taste,Peanut oil - for pan frying",10,25,35,5,"salt,cumin powder (jeera),parangikai pumpkin,mustard oil vegetable oil,brinjal (baingan eggsplant),potato (aloo),sugar,malabar spinach leaves stalks,dry red chillies,panch phoran masala,turmeric powder,mooli mullangi (radish)",12,Continental,World Breakfast,Eggetarian,"To begin making Potato Pancakes, peel the potatoes. Soak in water after peeling to prevent browning of the potatoes.Using a grater attachment of the food processor, shred the potatoes into a medium bowl.Add lemon juice and onions to the shredded potatoes. Toss to coat evenly.Let this onion potato mixture sit for about 10 minutes. Drain the potatoes and squeeze out the excess liquid. Place the squeezed potatoes in a muslin cloth or on a metal sieve.In a large mixing bowl, combine the potato mixture, minced garlic, egg (or yogurt), flour, bread crumbs, parsley and chives.Season with salt and pepper. Combine the ingredients to form a thick paste like mixture. Fill the frying pan an inch deep with oil.Heat the oil over medium heat. Take a small portion from the potato mixture and shape it into flat patties of medium thickness.Shallow fry the pancakes from both the sides until crisp and golden. This might take about 5 to 7 minutes each side. Drain on paper towels and similarly prepare remaining pancakes. Serve Potato Pancakes hot along with Spicy Mexican Salsa for a delicious weekend breakfast or as a tea time snack along with masala chai.",http://www.archanaskitchen.com/potato-pancakes-recipe,1127,63,9,28,11,245,1085,1612,96,17,20,37
211,Bamboo Shoot Stir Fry Recipe,"2 cups Bamboo shoots - julienned,6 Button mushrooms - or cremini mushrooms,4 Spring Onion (Bulb & Greens) - finely chopped,1 cup Red Yellow and Green Bell Peppers (Capsicum) - julienned,1 tablespoon Extra Virgin Olive Oil,1-1/2 teaspoon Red Chilli flakes,Salt - to taste",15,15,30,3,"peanut oil pan,salt,chives(or other herb),eggs,potato (aloo),cloves garlic,parsley,lemon,onion,pepper,flour (maida),wheat bread crumbs",12,Asian,Side Dish, Vegetarian Diabetic Friendly,"To start making Bamboo Shoot Fry, Heat up a cast iron skillet on medium heat. Add olive oil when its hot, add chopped spring onions and saute for 2 minutes.Add bamboo shoots and cook for 2 minutes. Add chopped sweet peppers and mushrooms with required salt, cook until all the vegetables are cooked but crispy.Sprinkle chilli flakes and stir for a minute.Check salt and serve Bamboo Shoot Stir Fry Recipe with with phulka or as a side dish with rice and sambar.",http://www.archanaskitchen.com/bamboo-shoot-stir-fry-recipe,203,7,1,3,2,0,178,1794,16,9,7,17
212,Udupi Style Red Parboiled Rice Sevai Recipe (Red Rice Vermicelli),"3 cups Red matta rice - parboiled,1 cup Fresh coconut - grated,2-1/4 cups Water,Salt - to taste",20,20,40,4,"salt,virgin olive oil,red chilli flakes,spring onion (bulb greens),red yellow green bell peppers (capsicum),bamboo shoots,button mushrooms cremini mushrooms",7,Udupi,South Indian Breakfast,Vegetarian,"To begin making the Udupi Style Red Parboiled Rice Sevai Recipe, wash and soak the red parboiled rice in enough water overnight.In the morning, drain the water and grind it along with the grated coconut, salt using a mixer grinder adding water little at a time, remove it in a bowl.The dough should be tight to hold a shape. Now, knead the dough till it soft and divide it into four equal portions.Heat water in a steamer, bring it to a rolling boil, before you proceed further to make the sevai.Grease the steamer plate with a little oil. Place a portion of the dough in the chakli / murruku maker, to which the sevai mould is attached.Make small roundels on the steamer plate and place it inside the steamer.Let the sevai steam for 10 minutes, remove and proceed to make sevai with the remaining dough.Garnish a little grated fresh coconut on top before serving. Serve the Udupi Style Red Parboiled Rice Sevai Recipe along with Spicy Coconut Chutney and Filter Coffee for the breakfast.",https://www.archanaskitchen.com/udupi-style-red-parboiled-rice-sevai-recipe-red-rice-vermicelli,569,8,8,0,0,0,114,31,102,7,1,10
213,Till Wale Aloo Recipe - Sesame Potato Sabzi,"1 tablespoon Sunflower Oil,3 Potato (Aloo) - boiled,1 tablespoon Ginger - paste,1 Green Chilli - chopped,1-1/12 tablespoons Sesame seeds (Til seeds),1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),Salt - to taste,1/2 teaspoon Garam masala powder,2 tablespoons Sweet Chutney (Date & Tamarind),Coriander (Dhania) Leaves - chopped (few)",10,10,20,4,"mattaice,salt,water,coconut",4,Indian,Lunch,Vegetarian,"To begin making the Till Wale Aloo Recipe, heat oil in a heavy bottomed pan. Once the oil is hot, add ginger and green chillies. Make sure you don't burn them. After a minute, add sesame seeds and saute for a while. Add potatoes and toss it for about 2 minutes.After 2 minutes, add red chilli powder, cumin powder, coriander powder, garam masala and salt to taste. Saute for 3-4 minutes on low flame.After 3 to 4 minutes, add tamarind chutney, mix it well and cook for one more minute. Garnish with chopped coriander leaves and serve hot.Serve Till Wale Aloo along with Gujarati Dal, Roti and Kachumber Salad for a weekday meal.",https://www.archanaskitchen.com/till-wale-aloo-recipe,579,11,1,4,3,0,380,2315,93,19,27,32
214,Beetroot Loni Sponge Dosa Recipe,"2 cups Idli Dosa Batter,2 cups Rice - parboiled,1/4 cup Poha (Flattened rice) - (thick variety),3 cups Buttermilk - sour,1 teaspoon Cooking soda,1/4 cup Butter - loni (white butter),1 Beetroot - peeled,5 to 7 Curry leaves,1/2 tablespoon Green Chilli Paste,Salt - as per taste,Sesame (Gingelly) Oil - as required",10,30,40,4,"salt,cumin powder (jeera),green chilli,coriander powder,coriander (dhania) leaves,potato (aloo),red chilli powder,sweet chutney (date tamarind),ginger paste,sesame seeds (til seeds),garam masala powder,sunflower oil",12,North Indian Recipes,North Indian Breakfast,Vegetarian,"To begin making the Beetroot Loni Sponge Dosa recipe, wash rice 2 to 3 times and then along with Poha soak it for overnight in sour buttermilk.Next Morning, grind the soaked Rice and Poha into a smooth consistency batter in a mixer grinder. Add salt giving it stir and keep it aside.In a mixer grinder, add the peeled beetroot, curry leaves and blend it without water into a paste. Take a sieve and squeeze beet juice and add it to Sponge Dosa Batter.Add green chillies to the batter and mix the batter gently.Heat up a non-stick tawa and sprinkle water to check its temperature. If there is a sizzle then its temperature is correct.Add cooking soda in the Dosa Batter and give it a quick whips in same direction.Pour in two ladles of batter on the tawa turning the flame to low. Add oil across the edges and cover it with a lid.Take a Loni/Butter in your hand and drop it on sponge Dosa generously. Let the butter smear on the Dosa. Flip it on other side to get it more crusty.Serve Beetroot Loni Sponge Dosa with Mixed Vegetable Sambar and South Indian Coconut Chutney for a delicious and healthy breakfast.",https://www.archanaskitchen.com/beetroot-loni-sponge-dosa-recipe,1137,75,18,26,24,45,1820,1176,87,16,27,26
215,Sweet & Spicy Stuffed Paneer In Kofta Curry Recipe,"200 grams Paneer (Homemade Cottage Cheese) - cut into 1-inch cubes,2 Green Chilli - finely chopped,1 teaspoon Ginger - finely chopped,1 tablespoon Raisins,6 Cashew nuts - finely chopped,6 Badam (Almond) - finely chopped,6 Pistachios - finely chopped,1/4 teaspoon Turmeric powder (Haldi),2 teaspoons Gram flour (besan),Salt - to taste,1/4 teaspoon Cardamom Powder (Elaichi),1 teaspoon Sunflower Oil,2 Bay leaf (tej patta),2-3 Cardamom (Elaichi) Pods/Seeds,1 Cinnamon Stick (Dalchini),2-3 Cloves (Laung),1 Mace (Javitri),1 Star anise,1 cup Homemade tomato puree,1 inch Ginger,3 cloves Garlic,1 Onion - roughly chopped,2 teaspoons Coriander Powder (Dhania),1/2 teaspoon Red Chilli powder,1/4 teaspoon Turmeric powder (Haldi),10 Cashew nuts - soaked and grind to a smooth paste,2 tablespoons Curd (Dahi / Yogurt),Salt - to taste,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),1 tablespoon Honey,1/2 cup Fresh cream",20,20,40,4,"idli dosa batter,salt,buttermilk sour,sesame (gingelly) oil,curry leaves,poha (flattened rice),soda,rice,beetroot,green chilli paste,butter loni (white butter)",11,North Indian Recipes,Dinner,Vegetarian,"To begin making Stuffed Paneer In Kofta Curry Recipe, we will begin with the stuffing for the panner. Scoop out or cut out little paneer from the center of each cube. You can use a melon scooper or with a small spoon. Transfer the scooped out paneer to a bowl, crumble / grate and set aside.Heat oil in a heavy bottomed pan. Add finely chopped green chillies and ginger, sauté until the ginger is fragrant.Add raisins and chopped nuts, sauté another 30 seconds. Add this mixture to crumbled paneer along with, turmeric powder, besan, salt and cardamom powder. Mix well to come. Adjust the salt according to taste.Stuff this paneer and nut mixture in scooped out paneer cubes and press firmly. Heat a teaspoon of oil in a pan over medium heat. Add the stuffed paneer pieces and pan fry the paneer cubes until lightly golden on both sides. Once done remove from the pan and keep aside. To begin making the kofta curry, grind the onion, ginger and garlic to a smooth paste. Keep aside.Grind the cashewnuts along with a little water and make a smooth paste. Keep aside. Heat oil in a pan over medium heat;  add the whole spices and saute it for a few seconds until you can smell the aromas coming through. Add the ginger garlic and onion paste and saute for about a minute until the raw smell goes away.At this stage, add the turmeric powder, coriander powder, and red chilli powder. Adding the condiments to the onion ginger garlic paste helps further reduce the raw smell. Saute for a few seconds and then add the tomato puree, cashewnut puree, salt to taste and the fresh cream.  Add a little water to adjust the consistency of the kofta gravy. Simmer this kofta curry for 3 to 4 minutes until the flavors combine well. Once done, turn off the heat, stir in the kasuri methi and check the salt and spices. Adjust to suit your taste.Transfer the kofta curry to a serving bowl and when you are ready to serve, place the stuffed paneer in the curry and serve warm. Serve your Stuffed Paneer Baskets with Punjabi Dal Tadka, Mixed Vegetable Pulao (Pilaf), Butter Garlic Naan, Kela Anar Raita for a perfect weekend dinner with family and friends.",https://www.archanaskitchen.com/sweet-spicy-stuffed-paneer-in-kofta-curry-recipe,1497,113,31,43,28,72,675,2288,133,35,56,64
216,"Sichuan Style Zhong Shui Jiao Recipe (Caramelized Onion, Cabbage And Peas Dumplings in Red Oil Recipe)","1 cup All Purpose Flour (Maida),1 tablespoon Sunflower Oil,1 cup Cabbage (Patta Gobi/ Muttaikose) - shredded,1/2 cup Green peas (Matar),2 sprig Spring Onion (Bulb & Greens) - chopped,1 tablespoon Soy sauce,1 tablespoon Red Chilli sauce,1 teaspoon Honey,Salt - to taste,4 tablespoon Sesame (Gingelly) Oil,2 tablespoon Red Chilli sauce,1 teaspoon Sesame seeds (Til seeds),5 tablespoon Soy sauce,1/3 cup Water,5 tablespoons Brown Sugar (Demerara Sugar),2 inch Cinnamon Stick (Dalchini),1 Star anise,1 inch Ginger",20,45,65,4,"tomato,pistachios,cloves garlic,onion,cardamom powder (elaichi),turmeric powder,sunflower oil,paneer cubes,salt,green chilli,cardamom (elaichi) podsseeds,raisins,mace (javitri),star anise,red chilli powder,curd,kasuri methi (dried fenugreek leaves),cashew nuts,ginger,bay leaf (tej patta),gram flour (besan),badam (almond),cinnamon stick (dalchini),coriander powder,cloves (laung)",25,Sichuan,Side Dish,Vegetarian,"We begin making the Sichuan Style Zhong Shui Jiao Recipe (Caramelized Onion, Cabbage And Peas Dumplings in Red Oil Recipe) by mixing the ingredients to make a dough for the wonton wrappers in a large mixing bowl. Add enough water to get a soft but not a sticky dough consistency. Once done cover it with a damp cloth so that it does not become dry.The next step is to make the stuffing for the dumplings, heat a heavy bottomed shallow pan, and add oil and sauté the garlic, ginger onions, cabbage, peas and spring onions for about 10 minutes. Cook until the cabbage is soft and crunchy.Once done add soya sauce, Sichuan chili paste, honey, salt and pepper according to your taste. Give it a toss so that the sauces are well coated with all the vegetables. Set it aside to cool down.Next to make the chili oil, heat a small flat bottomed pan, heat the oil and add the Sichuan chili paste and sesame seeds. Let it cook in the oil for few minutes till the aroma comes out and keep it aside.To make the soya sauce concentration, heat a sauce pan with all the ingredients combined. Keep the heat low and slowly let it boil and keep stirring occasionally to combine the ingredients well. After 10 minutes switch off the heat.Now it is time to roll the wonton wrappers, divide the dough into small ball shaped balls, roll each ball on a board, the dough has to be rolled very thin making sure it does not tear. Roll the dough into a circle shape.Once done, in a small bowl keep some water ready to bind the wonton mixture, Take a teaspoon of the filling and place it in the center of the rolled dough, dab some water on the edges of the dough.Form a taco shape and pinch at one end and seal till the middle, then join the opposite side to the middle to form a triangle shape. Make sure all the edges are sealed properly.Heat a vegetable gas steamer by adding one cup of water below, apply some oil on the plate where the dumpling are kept, once the water starts to boil, place all the dumplings and cover them. Let it cook for 5 minutes.Remove the dumplings after it is cooked, place it on a plate, add a teaspoon of chili oil and drizzle the concentrated soya on top and serve.Serve the Sichuan Style Zhong Shui Jiao Recipe (Caramelized Onion, Cabbage And Peas Dumplings in Red Oil Recipe) along withDinner meal.",https://www.archanaskitchen.com/sichuan-style-zhong-shui-jiao-recipe-caramelized-onion-cabbage-and-peas-dumplings-in-red-oil-recipe,531,22,3,7,8,0,1705,229,69,5,28,12
217,Spicy Baby Potatoes Recipe,"12 Baby Potatoes,Sunflower Oil - as required,1 Dry Red Chilli,1 teaspoon Cumin seeds (Jeera),1 sprig Curry leaves - optional,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,1 teaspoon Amchur (Dry Mango Powder),Salt - to taste,1 teaspoon Lemon juice,3 tablespoons Coriander (Dhania) Leaves - chopped",10,30,40,4,"salt,ginger,star anise,spring onion (bulb greens),green peas (matar),soy sauce,sesame (gingelly) oil,water,cinnamon stick (dalchini),brown sugar (demerara sugar),flour (maida),red chilli sauce,sesame seeds (til seeds),cabbage (patta gobi muttaikose),sunflower oil",15,North Indian Recipes,Lunch,Vegetarian,"To begin making the Spicy Baby Potatoes recipe, pressure cook the baby potatoes and keep aside to cool. Peel off the skin and collect the boiled potatoes in a bowl.Heat oil in a wok/kadhai and add dry red chilies, curry leaves, cumin and let them crackle.Now add all the spices (coriander powder, red chili powder, amchur, cumin powder, garam masala powder and turmeric). Saute it for few seconds, don't burn it.Add the baby potatoes and mix well with the spice mix. Fry for 6-7 minutes in medium flames till everything incorporates well and the flavors gets along with the potatoes.Adjust salt as per your taste and add some lemon juice and mix again.Turn off the heat, add lot of chopped coriander and give a quick stir. Serve Spicy Baby Potatoes along with Phulkas and Panchmel Dal for a weekday lunch or dinner.",http://www.archanaskitchen.com/spicy-baby-potatoes-recipe,825,62,9,24,24,3,409,652,45,9,2,14
